id,title,url,text,teacher,day,unit,summary_texts
10280400000,"○日本文学講読（上代Ａ）
Readings in Japanese Literature (Old1 A)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280400000.html,奈良時代の文学作品を読解するための基礎知識や研究の方法を習得することを目的とし，『万葉集』についての講義をおこなう。現存する最古の歌集である『万葉集』に関する興味・関心を持ち，和歌の伝統への理解を深めてもらいたい。,['井ノ口\u3000史'],"(火曜日3講時)
面接/Face-to-face","10280400 
○日本文学講読（上代Ａ）
Readings in Japanese Literature (Old1 A)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、奈良時代の文学作品を読解するための基礎知識と研究方法を学びます。特に『万葉集』に焦点を当て、現存する最古の歌集としての重要性を理解し、和歌の伝統について深く探求します。『万葉集』の詩歌を通じて、奈良時代の文化や思想、言語の特徴を学び、和歌の歴史的背景やその影響を考察します。
10280401000,"△日本文学講読（上代Ｂ）
Readings in Japanese Literature (Old1 B)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280401000.html,"現存する日本最古の和歌集である『万葉集』は，都とその周辺で詠まれた歌だけでなく，旅で歌われた和歌を数多く載せ，地域的に多彩な内容を持つ。日本の広範囲にわたる地名がよみこまれ，気候や地理の違いによって生じるさまざまな土地の風土が反映された歌はそれぞれの郷土の歴史においてもしばしばルーツとしてかえりみられるものであり，地域のアイデンティティをかたちづくるものともなっている。万葉の歌を，風土を切り口として概観することで，『万葉集』をより身近なものとして関心を持ち，把握してもらいたい。
講義に当たっては，『万葉集』の本文を読み下す作業を行い，奈良時代以前の日本語表記に慣れることをめざす。",['垣見\u3000修司'],"(月曜日2講時)
面接/Face-to-face","10280401 
△日本文学講読（上代Ｂ）
Readings in Japanese Literature (Old1 B)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、日本最古の和歌集『万葉集』を題材に、地域の風土や地理的背景を切り口として学びます。『万葉集』には、都やその周辺だけでなく、旅先で詠まれた和歌も多く含まれており、日本各地の地名や風土が反映されています。これにより、各地域の歴史やアイデンティティを理解する手がかりとなります。また、奈良時代以前の日本語表記に慣れるために、本文の読み下し作業も行います。
10280402000,"○日本文学講読（上代Ｃ）(古事記神話をよむ)
Readings in Japanese Literature (Old1 C)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280402000.html,"「上代」とは，奈良時代以前を指す。平仮名・片仮名が成立する以前の時代であり,漢字専用時代である。社会状況としては,律令制による国家が形成された時代でもある。『古事記』『日本書紀』などの上代散文作品は，そのような時代背景をもとに編纂されたものである。当講義では，上代の代表的な散文作品である『古事記』上巻（序文～）を通読する。神話物語の展開を把握することを第一の目的としつつ，原文の精読を通して，日本語を漢字で記す際の課題や表現性に目を配りつつ,神々の物語がどのように天皇の物語へと繋がっていくのか，ひとまとまりの物語としての構成を意識して読み進めていく。適宜，出土資料や日本書紀などを用いる。授業はテキストに沿った講義形式で行う。各自ノートを用意することを勧める。",['鈴木\u3000喬'],"(水曜日2講時)
面接/Face-to-face","10280402 
○日本文学講読（上代Ｃ） (古事記神話をよむ)
Readings in Japanese Literature (Old1 C)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、奈良時代以前の「上代」を対象に、『古事記』上巻を通読します。主に神話物語の展開を把握し、日本語を漢字で記す際の課題や表現性に注目します。また、神々の物語がどのように天皇の物語へと繋がるかを、一つの物語としての構成を意識しながら学びます。さらに、出土資料や『日本書紀』なども適宜参照し、上代の社会状況や律令制の国家形成についても理解を深めます。
10280403000,"○日本文学講読（中古Ａ）
Readings in Japanese Literature (Old2 A)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280403000.html,"古典文学は前代の文学の成果を「引用」という形で取り込みながら自らの作品世界を形成するが，とりわけ質，量ともに大きな存在である『源氏物語』以後の作品は，いかに『源氏物語』を取り込み，あるいはずらし，相対化して自らの世界を表現しているかを問うことが作品の魅力解明の課題である。具体的には平安後期を代表する作品である『夜の寝覚』を取り上げ，その世界を学ぶ。また，『夜の寝覚』は中世に入って，改作本が作られ，原作，改作両方が残っている貴重な作品でもある。女性主人公であること，心理描写が多いことなど，『源氏物語』とは異なる『夜の寝覚』の魅力を味わい，その分析を経験することによって，新しい知見を得るとともに，物語文学研究の視野を広げることを目標とする。
今学期は巻一，二について学ぶ。",['乾\u3000澄子'],"(水曜日4講時)
面接/Face-to-face","10280403 
○日本文学講読（中古Ａ）
Readings in Japanese Literature (Old2 A)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、平安後期の古典文学『夜の寝覚』を中心に学びます。特に『源氏物語』との関係性に注目し、引用や相対化の手法を通じて作品の魅力を解明します。『夜の寝覚』は女性主人公の心理描写が豊かであり、中世に改作本が作られた点でも貴重です。巻一、二を通じて、物語文学の新しい知見を得ることを目指します。
10280404000,"△日本文学講読（中古Ｂ）
Readings in Japanese Literature (Old2 B)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280404000.html,"古典文学は前代の文学の成果を「引用」という形で取り込みながら自らの作品世界を形成するが，とりわけ質，量ともに大きな存在である『源氏物語』以後の作品は，いかに『源氏物語』を取り込み，あるいはずらし，相対化して自らの世界を表現しているかを問うことが作品の魅力解明の課題である。具体的には平安後期を代表する作品である『夜の寝覚』を取り上げ，その世界を学ぶ。また，『夜の寝覚』は中世に入って，改作本が作られ，原作，改作両方が残っている貴重な作品でもある。女性主人公であること，心理描写が多いことなど，『源氏物語』とは異なる『夜の寝覚』の魅力を味わい，その分析を経験することによって，新しい知見を得るとともに，物語文学研究の視野を広げることを目標とする。
今学期は巻三，四，五を対象とする。春学期も受講していることが望ましいが，今学期からの受講でも問題はない。",['乾\u3000澄子'],"(水曜日4講時)
面接/Face-to-face","10280404 
△日本文学講読（中古Ｂ）
Readings in Japanese Literature (Old2 B)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、平安後期の古典文学『夜の寝覚』を中心に学びます。特に『源氏物語』との関係性に注目し、引用や相対化の手法を通じて作品の魅力を解明します。『夜の寝覚』は女性主人公の心理描写が豊富であり、中世に改作本が作られた点でも貴重です。巻三、四、五を対象に、原作と改作の両方を分析し、物語文学研究の視野を広げることを目指します。
10280405000,"○日本文学講読（中古Ｃ）
Readings in Japanese Literature (Old2 C)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280405000.html,"本講義では，平安時代の長編物語である『源氏物語』について，とくに表現の解釈にこだわり読み解いていく。
その表現が選び取られ，どのように用いられたかを分析することは，物語に仕掛けられた工夫を読み解くことにつながる。
物語が生まれた時代において共有されていた文化や習俗，社会のありようを踏まえたうえで，『源氏物語』内外の用例の分析を通して表現を解釈し，物語のへ理解を深めていきたい。",['櫛井\u3000亜依'],"(水曜日7講時)
面接/Face-to-face","10280405 
○日本文学講読（中古Ｃ）
Readings in Japanese Literature (Old2 C)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",本講義では、平安時代の長編物語『源氏物語』を中心に学びます。特に表現の解釈に焦点を当て、物語に仕掛けられた工夫を読み解きます。具体的には、当時の文化や習俗、社会背景を踏まえつつ、『源氏物語』内外の用例を分析し、表現の選び方や使用方法を詳しく探求します。これにより、物語の深層にある意味や意図を理解し、平安時代の文学の魅力を深く味わうことができます。
10280406000,"○日本文学講読（中世Ａ）
Readings in Japanese Literature (Middle A)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280406000.html,"鴨長明（1155?～1216）の仏教説話集『発心集』を講読する。『発心集』は長明の最晩年の著作とされているが，後人による増補や，数次の編集の可能性があるとも言われ，その成立過程は依然として謎に包まれている。しかし，序文や説話中の批評的記述には長明の仏教思想が表れており，先行する往生伝や『宝物集』などの仏教説話集から影響を受けている。また，『十訓抄』『私聚百因縁集』『三国伝記』など多くの説話集に説話を提供するなど，後世への影響も大きい。
この授業では，『発心集』の説話をテーマごとに取り上げ，そこで語られている人々の様々な「心」を作者がどのように捉えているか読み解いていく。そして，話末評や同類話との比較により，『発心集』の特徴や長明の思想的特質について考えていきたい。なお，授業においては説話文学を学ぶうえでの基礎的な知識や工具書などについての解説も行う。",['柳川\u3000響'],"(金曜日2講時)
面接/Face-to-face","10280406 
○日本文学講読（中世Ａ）
Readings in Japanese Literature (Middle A)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、鴨長明の仏教説話集『発心集』を講読し、その成立過程や長明の仏教思想を探求します。『発心集』は長明の最晩年の著作であり、後世の説話集にも大きな影響を与えています。授業では、説話をテーマごとに取り上げ、人々の「心」をどのように捉えているかを読み解きます。また、話末評や同類話との比較を通じて、『発心集』の特徴や長明の思想的特質について考察します。説話文学の基礎知識や工具書の解説も行います。
10280407000,"△日本文学講読（中世Ｂ）
Readings in Japanese Literature (Middle B)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280407000.html,"「説話」とは人々のうわさ話から物語までをさす幅広い用語であり，ひろく言説一般をさす。本講義では，日本最大の説話集である『今昔物語集』から,毎回さまざまな角度で説話をとりあげ，その説話がどのように形成され，語られたのか，社会背景や歴史，作品の文脈をふまえてはばひろく考察，読解していく。",['久留島\u3000元'],"(金曜日1講時)
面接/Face-to-face","10280407 
△日本文学講読（中世Ｂ）
Readings in Japanese Literature (Middle B)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",本講義では、日本最大の説話集『今昔物語集』を中心に取り上げます。『今昔物語集』の各説話を通じて、その形成過程や語られ方を探り、社会背景や歴史、作品の文脈を考察します。平安時代から鎌倉時代にかけての日本の文化や価値観、民間伝承や宗教的要素など、多角的な視点から説話を読み解くことができます。
10280408000,"○日本文学講読（中世Ｃ）
Readings in Japanese Literature (Middle C)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280408000.html,「寺社縁起と文学」をテーマに講義をすすめる。寺社縁起については，最近になって学問分野の諸領域から数多くの研究が発表されるようになり，その結果ある程度の知見が蓄積されるようになってきた。その意味では比較的新しい研究分野である。ただし，知見の多くは国文学分野からのものであって，ことに当該方面においては新しい研究材料として定着している。その主な理由は，寺社縁起が多くの「伝説」や「説話」によって成り立っていることによる。先行の諸作品と密接な関わりを持っている場合も多い。むろん寺社縁起の内容は，歴史や民俗などとも関わってもいるから，文字通り学際的な手法を必要とする研究領域である。本講義では，寺社縁起を文学や伝承世界との関係を具体的に明らかにしつつ仏教唱導と文芸の関係について考えをめぐらせてみたい。,['橋本\u3000章彦'],"(火曜日5講時)
面接/Face-to-face","10280408 
○日本文学講読（中世Ｃ）
Readings in Japanese Literature (Middle C)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、「寺社縁起と文学」をテーマに、寺社縁起が持つ伝説や説話を中心に学びます。寺社縁起は、歴史や民俗学とも関連し、学際的な手法が求められる新しい研究分野です。特に、仏教唱導と文芸の関係を探り、寺社縁起が国文学においてどのように位置づけられているかを具体的に明らかにします。先行作品との関わりも重視し、伝承世界との結びつきを深く理解することができます。
10280409000,"○日本文学講読（近世Ａ）
Readings in Japanese Literature (Early Modern A)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280409000.html,"近松門左衛門の代表作である「曾根崎心中」を中心に講読する。
「曾根崎心中」は，もともと人形浄瑠璃のために描かれた作品である。今日では，現代劇はもとより，バレエやフラメンコというジャンルでも上演されるなど人気演目である。
授業では，本作品の魅力はどのようなところにあるのかを中心に考えたい。あわせて，人形浄瑠璃・歌舞伎とは，どのような演劇か，またどのように鑑賞すればよいのかについても，文楽や歌舞伎の舞台映像や関連映画などの視聴覚教材（CD・DVDなど）を使用しながら講義していく。
最初は，ガイダンスの他，作品の版本，くずし字について解説する。
平常点は，総合評価の2割を占めているので，できる限り欠席しないように心がけてほしい。",['早川\u3000久美子'],"(水曜日2講時)
面接/Face-to-face","10280409 
○日本文学講読（近世Ａ）
Readings in Japanese Literature (Early Modern A)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、近松門左衛門の代表作「曾根崎心中」を中心に学びます。「曾根崎心中」は人形浄瑠璃として描かれた作品で、現代劇やバレエ、フラメンコでも上演される人気演目です。講義では、この作品の魅力を探求し、人形浄瑠璃や歌舞伎の基本、鑑賞方法についても学びます。文楽や歌舞伎の舞台映像、関連映画などの視聴覚教材を使用し、作品の版本やくずし字についても解説します。
10280410000,"△日本文学講読（近世Ｂ）
Readings in Japanese Literature (Early Modern B)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280410000.html,"近松門左衛門晩年の名作「心中天の網島」を中心に講読する。
この作品は，映画やテレビドラマにされるなど，今日においても注目作品である。
授業は，本作品の魅力品の魅力はどのようなところにあるのか，作者の意図とは何かについて考えてみたい。あわせて，人形浄瑠璃・歌舞伎とは，どのような演劇か，またどのように鑑賞すればよいのかについても，文楽や歌舞伎の舞台映像や関連映画などの視聴覚教材（CD・DVDなど）を使用しながら講義していく。
授業の最初は，版本とその読み方について解説する。
平常点は，総合評価の2割を占めているので，できる限り欠席しないように心がけてほしい。",['早川\u3000久美子'],"(水曜日2講時)
面接/Face-to-face","10280410 
△日本文学講読（近世Ｂ）
Readings in Japanese Literature (Early Modern B)
2単位/Unit  秋学期/Fall  今出川/Imadegawa  講義/Lecture",この講義では、近松門左衛門の晩年の名作「心中天の網島」を中心に学びます。この作品は人形浄瑠璃や歌舞伎の題材としても有名で、現代でも映画やテレビドラマにされるなど注目されています。講義では、作品の魅力や作者の意図を探るとともに、人形浄瑠璃や歌舞伎の演劇形式についても学びます。文楽や歌舞伎の舞台映像や関連映画を視聴し、版本の読み方についても解説します。
10280411000,"○日本文学講読（近世Ｃ）
Readings in Japanese Literature (Early Modern C)",https://syllabus.doshisha.ac.jp/html/2024/0280/10280411000.html,"この授業では，和歌文学がどのような歴史を経て近世（江戸時代）まで続いたか，近世における和歌の享受の様相はどのようなものであったかを学習する。
それぞれの授業時間には，『万葉集』『古今和歌集』『伊勢物語』といった具体的な作品をテーマとして設定する。概要の解説，内容の読解を行う他，その作品及び関連作品の現物を可能な範囲で教室に持ち込む。受講生はそれらの資料を実際に手に取り，他の受講生との意見交換を通して作品への理解を深める。また，それらが近世の和歌文学にどのような影響を与えたのか，当時の和歌作品の読解や作品の流通の様子について確認することによって理解する。",['大山\u3000和哉'],"(金曜日1講時)
面接/Face-to-face","10280411 
○日本文学講読（近世Ｃ）
Readings in Japanese Literature (Early Modern C)
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、和歌文学の歴史と近世（江戸時代）における和歌の享受の様相を学びます。具体的には、『万葉集』『古今和歌集』『伊勢物語』などの作品をテーマに、概要の解説や内容の読解を行います。さらに、これらの作品が近世の和歌文学に与えた影響や、当時の和歌作品の読解、作品の流通の様子についても学びます。受講生は実際に資料を手に取り、意見交換を通じて理解を深めます。
10280412001,"○日本文学講読（近現代Ａ）-1
Readings in Japanese Literature (Modern A)-1",https://syllabus.doshisha.ac.jp/html/2024/0280/10280412001.html,本講義では，谷崎潤一郎の作品を中心的に読解する。谷崎潤一郎は明治から昭和戦後にわたって活動をつづけた作家であり，活動期間の長さは近代日本の作家のなかでも稀有といってよい。そのなかで谷崎は，エロティシズムやマゾヒズムといった一貫した主題を描きつつも，文体を多様なかたちで変化させ，時流を鋭敏に感じ取りながらテクストに取り入れてきた。したがって，谷崎の作品を通史的に読み解くことは，近代文学史，ひいては近代史を概括することにもつながるだろう。本講義を通じて，谷崎について知るだけでなく，より広い視野から「近代」を捉え，文学作品を読み解く技術を培ってもらいたい。,['清水\u3000智史'],"(水曜日4講時)
面接/Face-to-face","10280412-001 
○日本文学講読（近現代Ａ）－1
Readings in Japanese Literature (Modern A)－1
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",本講義では、明治から昭和戦後にかけて活動した谷崎潤一郎の作品を中心に読解します。谷崎はエロティシズムやマゾヒズムといった一貫した主題を描きつつ、文体を多様に変化させました。彼の作品を通史的に読み解くことで、近代日本文学史や近代史を概括する視点を養い、文学作品を深く理解する技術を培います。
10280412002,"○日本文学講読（近現代Ａ）-2
Readings in Japanese Literature (Modern A)-2",https://syllabus.doshisha.ac.jp/html/2024/0280/10280412002.html,変動の中にあった人々の姿に目を向けることを目的として，明治から現代までの短編～中編小説を取り上げる。文学作品は，それが生みだされた時代の社会・文化・政治状況などと密接に関わっている。それぞれの作品を，発表時の状況と関連づけながら解釈することを通して，〈個人の生き方〉の中に流れ込んでいる様々な問題について考えてみたい。その上で，状況に対して文学表現がどのような意味を持っていたのかについて考察し，その批評性や可能性について捉えてみたい。,['笹尾\u3000佳代'],"(火曜日4講時)
面接/Face-to-face","10280412-002 
○日本文学講読（近現代Ａ）－2
Readings in Japanese Literature (Modern A)－2
2単位/Unit  春学期/Spring  今出川/Imadegawa  講義/Lecture",この講義では、明治から現代までの短編～中編小説を通じて、変動する社会の中での人々の姿を探ります。文学作品が生まれた時代の社会・文化・政治状況と密接に関連付けながら、個人の生き方に影響を与える様々な問題を考察します。さらに、文学表現がその時代にどのような意味を持ち、どのような批評性や可能性を持っていたのかを深く理解することを目指します。
